,name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
879,Thinna Thiram Paduthale Male,Laxmi,https://open.spotify.com/embed/track/2Dq1S3FrHnHVKemwlzck7H?utm_source=generator,0.769,0.146,0.0879,0.8442742632378796,0.168,energetic
880,Baby He Loves You,Devi Sri Prasad,https://open.spotify.com/embed/track/4r6jFSaXqHlfq1OmEziT9Q?utm_source=generator,0.728,0.141,0.221,0.8671295330611759,0.252,energetic
881,Athiloka Sundari,Thaman S,https://open.spotify.com/embed/track/7agbQBEJYIaKJ8lGVdq1bv?utm_source=generator,0.673,0.305,0.12,0.769748800619804,0.0541,energetic
882,Juice,Chakri,https://open.spotify.com/embed/track/0JzPHFjAOq4HLvr5oBH9zB?utm_source=generator,0.884,0.294,0.218,0.7819362913078459,0.101,energetic
883,Bava O Sari Rava,Mounika,https://open.spotify.com/embed/track/51rF9URoeKvqxuY2KY32K7?utm_source=generator,0.813,0.451,0.146,0.8108704073422928,0.0477,romantic
884,Love Stories,Yasaswi Kondepudi,https://open.spotify.com/embed/track/7xMeP3ty6sI2rddWn224nb?utm_source=generator,0.561,0.0201,0.249,0.6241842724753419,0.0471,energetic
885,Ye Pilla Pilla,Thaman S,https://open.spotify.com/embed/track/0t1QUQvLCzxQe6lfTwrWNy?utm_source=generator,0.781,0.648,0.0813,0.8243392234571948,0.0925,romantic
886,Dhaare Ledha,Roshan Sebastian,https://open.spotify.com/embed/track/5Dn1EYEwuY177bQmlZ61AU?utm_source=generator,0.605,0.51,0.247,0.647218331893084,0.0381,romantic
887,Nuv Lenide,K S Harisankar,https://open.spotify.com/embed/track/0Cz5N91JbdypWxGoQMCSLd?utm_source=generator,0.393,0.693,0.168,0.6753776930182664,0.0389,Chill
888,Hello Hello Premalekha,A.R. Rahman,https://open.spotify.com/embed/track/25sXPP0aTHi9PI1MN9nXVx?utm_source=generator,0.591,0.954,0.161,0.5499269942489348,0.321,Chill
889,Eduta Neeve,Ilaiyaraaja,https://open.spotify.com/embed/track/59BBeQ4EKnZg2vFiqlFxF1?utm_source=generator,0.464,0.377,0.37,0.8333978962424388,0.031,romantic
890,Krishna Nee Begane Baro - Instrumental,Various Artists,https://open.spotify.com/embed/track/1QJixYwyE09rwszSsKvmXE?utm_source=generator,0.272,0.815,0.103,0.7781221132930064,0.0303,Chill
891,O Naatu Kurroda,Sai Karthik,https://open.spotify.com/embed/track/1m8rybliQbCSvmoxNf59CR?utm_source=generator,0.794,0.13,0.0534,0.7654578503531095,0.0438,energetic
892,Ninnu Eri kori,G. V. Prakash,https://open.spotify.com/embed/track/0xOgvMX1uTxPKP8sJpM5M7?utm_source=generator,0.734,0.141,0.0634,0.8291367442414852,0.063,energetic
893,Sree Rastu Shubhamastu,K. V. Mahadevan,https://open.spotify.com/embed/track/5YYUfBo17c4JuYKlSy0XVV?utm_source=generator,0.561,0.0677,0.1,0.7285377991000924,0.104,energetic
894,Ada Janmaku,Ilaiyaraaja,https://open.spotify.com/embed/track/0VoPe4OdKbEVBjz2IbJ22J?utm_source=generator,0.556,0.49,0.268,0.7765428052087369,0.031,romantic
895,Atu Itu,Ilaiyaraaja,https://open.spotify.com/embed/track/5okSG8dym5NiMYiojUQCSV?utm_source=generator,0.673,0.447,0.0914,0.7838135820495248,0.0479,romantic
896,Pandaga Chesko,Thaman S,https://open.spotify.com/embed/track/20JCgg11cBi3pE0Me8oBy9?utm_source=generator,0.906,0.535,0.188,0.7636699544086535,0.207,romantic
897,"Ye Thega Puvvunu (From ""Maro Charithra"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/5xKkQQcf23xjHXjJEiLEVr?utm_source=generator,0.334,0.733,0.094,0.8001132334098155,0.0322,Chill
898,Mahishasura Mardini Stotra - Revathi - Adi - Instrumental,Various Artists,https://open.spotify.com/embed/track/3lo8sS09aevJ6cxugNd0mn?utm_source=generator,0.603,0.412,0.122,0.7870913912810275,0.067,romantic
899,Bangaru Baathu Guddu,K. Chakravarthy,https://open.spotify.com/embed/track/3v2VQzZnwquM9ksKHx6Ewd?utm_source=generator,0.537,0.97,0.296,0.715217974313895,0.226,Chill
900,Psycho Saiyaan,Various Artists,https://open.spotify.com/embed/track/5WnlpdU8nHfbogtkAl6k8E?utm_source=generator,0.785,0.0916,0.121,0.887779731219643,0.149,energetic
901,Chinuku Ralite,K. V. Mahadevan,https://open.spotify.com/embed/track/1jZibeys1M6eBwn48pJdwl?utm_source=generator,0.643,0.476,0.306,0.8246074078488632,0.16,romantic
902,Kalyanam Kamaneeyam (Telugu),Abby V,https://open.spotify.com/embed/track/4cVH5NLCK2iilOKLLq338r?utm_source=generator,0.287,0.566,0.0753,0.5564826127119402,0.051,Chill
903,"Master the Blaster (From ""Master"")",Anirudh Ravichander,https://open.spotify.com/embed/track/2cVJDlu9jmkPUeuJxA6v8i?utm_source=generator,0.756,0.3,0.172,0.925146756458774,0.0972,energetic
904,Ye Swapnalokala,S.A. Rajkumar,https://open.spotify.com/embed/track/68Uaw5jbfy6EbCVnnKJ3GT?utm_source=generator,0.764,0.689,0.282,0.7858100658541673,0.058,romantic
905,Nethanna,Charan Arjun,https://open.spotify.com/embed/track/5cDwnw88rjUXlEUyoyK8pR?utm_source=generator,0.715,0.802,0.145,0.7506481122798654,0.163,Chill
906,Are Kushi Kushi,S. P. Kodandapani,https://open.spotify.com/embed/track/2SKvFQ6mODjNSaLfkjECCu?utm_source=generator,0.426,0.951,0.314,0.5589260705026968,0.354,Chill
907,Haissa Item Paparo,Chakri,https://open.spotify.com/embed/track/0uKpgiAITUkru236IELNcf?utm_source=generator,0.818,0.44,0.176,0.789117673351411,0.285,romantic
908,La La Bheemla DJ Version,Thaman S,https://open.spotify.com/embed/track/04PnFadGx839AhLpL2grRR?utm_source=generator,0.653,0.5,0.119,0.742245001340922,0.362,romantic
909,Hariharasanam,K. V. Mahadevan,https://open.spotify.com/embed/track/33eKHV4n2AgErO9DGfEE40?utm_source=generator,0.648,0.636,0.432,0.7746357162013171,0.0895,cheerful
910,Keka,Sri,https://open.spotify.com/embed/track/48hFog9hDW0dhPrP9uUXqv?utm_source=generator,0.721,0.0817,0.0572,0.8699901665723055,0.12,energetic
911,Lucky Lucky Rai,Thaman S,https://open.spotify.com/embed/track/13pYqJauWfma3IjKTLabBk?utm_source=generator,0.897,0.725,0.112,0.67645043058494,0.0537,romantic
912,Ne Vinnadhi Nijjamena,Thaman S,https://open.spotify.com/embed/track/19UuRC8YvoMHTGN41QPLwl?utm_source=generator,0.853,0.835,0.15,0.6970112339461844,0.0561,Chill
913,"Ammesaaney Ammesaaney (From ""Ahimsa"")",Mangli,https://open.spotify.com/embed/track/2NkBAecNx1ZW6dfIrLo6xj?utm_source=generator,0.717,0.169,0.0419,0.7871807860782503,0.187,energetic
914,Manasa Sancharare,Various Artists,https://open.spotify.com/embed/track/4ohq81tYulwCLaKzLagGQ8?utm_source=generator,0.754,0.232,0.0917,0.6921541166304122,0.0413,energetic
915,Vennelintha,Devi Sri Prasad,https://open.spotify.com/embed/track/03q7IIf299hN5MnmP6QqvT?utm_source=generator,0.848,0.209,0.0939,0.7213564170565274,0.0403,energetic
916,Without Your Love (Unplugged Telugu Version),Sreerama Chandra,https://open.spotify.com/embed/track/4dW0oWEpkRo5MTeOCDoNIk?utm_source=generator,0.556,0.957,0.156,0.7592300128132543,0.0272,Chill
917,"Jaru Mitaya (From ""Ginna"")",Various Artists,https://open.spotify.com/embed/track/20v6ynaMD7VhAXgjJzOQFb?utm_source=generator,0.866,0.307,0.0387,0.8286301737238893,0.152,energetic
918,Laage Laage,Anup Rubens,https://open.spotify.com/embed/track/1TKdwUyDLm1nv7JjLZ3aja?utm_source=generator,0.845,0.478,0.149,0.7956136952829346,0.0757,romantic
919,Sogasujuda Tharama - Kannada Gowla - Rupakam,Bombay Jayashri,https://open.spotify.com/embed/track/7u1MqmBwarQq9hrcH7lKtD?utm_source=generator,0.342,0.968,0.17,0.6702821895765667,0.0481,Chill
920,"Dhoom Dhaam (From ""Dasara"")",Various Artists,https://open.spotify.com/embed/track/4GGbA1Mf5NEU4ETUDOSffc?utm_source=generator,0.595,0.499,0.0959,0.8119133466432253,0.422,romantic
921,Nippu Ra,Santhosh Narayanan,https://open.spotify.com/embed/track/5zGHViDOEuNaZySWpLgPw6?utm_source=generator,0.512,0.0686,0.394,0.788193927113442,0.0631,energetic
922,Devudu Karunisthadani,Sandeep Chowta,https://open.spotify.com/embed/track/09EfPHYNMtmq1ydw82rG55?utm_source=generator,0.46,0.592,0.113,0.7630441908280938,0.133,romantic
923,Andala Chukkala,Devi Sri Prasad,https://open.spotify.com/embed/track/29aG6LSPJtU5yPDFYEvVfi?utm_source=generator,0.893,0.519,0.123,0.7072916356268066,0.0638,romantic
924,I Am Very Sorry,Koti,https://open.spotify.com/embed/track/0fHjKqPAJwl4hQpI1bpLVP?utm_source=generator,0.845,0.125,0.0874,0.78461813522453,0.0963,energetic
925,Leharaayi,Gopi Sundar,https://open.spotify.com/embed/track/6DFXFqK5PTGqTzTbdj47uV?utm_source=generator,0.78,0.245,0.0947,0.7403379123335022,0.061,energetic
926,Priyatama,Ilaiyaraaja,https://open.spotify.com/embed/track/6yT2Z5MMUYK7XevyBWo84O?utm_source=generator,0.475,0.443,0.121,0.7166780893352007,0.0419,romantic
927,Hey Jyothi Swaroopane,S.N.Rajeswari Rao,https://open.spotify.com/embed/track/3GEWrUZGo8E2MBMBknftA0?utm_source=generator,0.437,0.971,0.538,0.8270806639053607,0.0292,Chill
928,Nagavulu Nijamani - Instrumental,Various Artists,https://open.spotify.com/embed/track/5zmKyzppUB4Lv2DIzLV9j4?utm_source=generator,0.533,0.876,0.148,0.6438809261300993,0.102,Chill
929,Raga Karnaranjani,Various Artists,https://open.spotify.com/embed/track/5Ca5l5vDzIOZdVwwWCxAds?utm_source=generator,0.489,0.948,0.077,0.6442981018504723,0.0813,Chill
930,Ammerpet,R. P. Patnaik,https://open.spotify.com/embed/track/7aOzyCCL7doLribDpC6lUt?utm_source=generator,0.502,0.0548,0.521,0.6920051253017074,0.109,energetic
931,Evadu Evadu,Rajesh Murugesan,https://open.spotify.com/embed/track/6ZvwHQLjD8q92VX7RsLANq?utm_source=generator,0.821,0.211,0.137,0.75845525790399,0.109,energetic
932,Sri Kantimateem: Kriti,N. Ravikiran,https://open.spotify.com/embed/track/4hg9XXjCehm0dJTXQkAfWj?utm_source=generator,0.497,0.814,0.0976,0.0,0.0583,Chill
933,Ye Jilla,Devi Sri Prasad,https://open.spotify.com/embed/track/2f0LNzuZEh8QlsGVEiEM6e?utm_source=generator,0.845,0.248,0.0961,0.6898894484341012,0.116,energetic
934,Thinna Thiram Paduthale,Laxmi,https://open.spotify.com/embed/track/0kAC065zE3iAUXenBqO4zL?utm_source=generator,0.785,0.123,0.102,0.7666795792484877,0.15,energetic
935,Unnamata Cheppanivu,Koti,https://open.spotify.com/embed/track/148PtKLUvn5A8mwaEP18Rs?utm_source=generator,0.47,0.216,0.141,0.7277332459250873,0.0608,energetic
936,Sarrainodu,Thaman S,https://open.spotify.com/embed/track/5FybVtlnyWXL6ntfToOkm3?utm_source=generator,0.719,0.384,0.279,0.8027950773264996,0.0668,romantic
937,Nuvvemi Chesavu,Koti,https://open.spotify.com/embed/track/59LtXPBivctJL34PxeFE1f?utm_source=generator,0.688,0.826,0.114,0.8081289668941268,0.0382,Chill
938,"Oh Baby (From ""Kalapuram"")",Sahiti Chaganti,https://open.spotify.com/embed/track/0kkVWVEF6YP0cjCtxnqBSJ?utm_source=generator,0.78,0.19,0.348,0.8223129413868113,0.141,energetic
939,Kothaku Rani Jonna Senu,Manukota Prasad,https://open.spotify.com/embed/track/7t5lb7gvgYBziSbuEFmgRQ?utm_source=generator,0.627,0.181,0.0631,0.7858696623856491,0.104,energetic
940,Changure Item Songree,Sai Karthik,https://open.spotify.com/embed/track/4nOnnDjirC6g8bgJ87VmSo?utm_source=generator,0.724,0.621,0.298,0.7706129503262911,0.292,romantic
941,Priyathamaa Nee Oopire,Satyam,https://open.spotify.com/embed/track/5urxxneG81B08o6n7LKDMY?utm_source=generator,0.475,0.922,0.216,0.7272266754074913,0.0404,Chill
942,Pandaga Chesko,Thaman S,https://open.spotify.com/embed/track/75T4CBWb0UHaHXlGaJ4ozd?utm_source=generator,0.906,0.535,0.188,0.7636699544086535,0.207,romantic
943,Sri Seetharamula Kalyanam,Galipenchala Narasimha Rao,https://open.spotify.com/embed/track/4s2unHCAgQhOvyR9MxsCCS?utm_source=generator,0.389,0.94,0.389,0.6054113650585536,0.0996,Chill
944,Dibiri Dibiri,Joshua Sridhar,https://open.spotify.com/embed/track/0rz1EM1MPr9hiZSr18rw8g?utm_source=generator,0.896,0.542,0.0705,0.7943621681218154,0.5,romantic
945,Satte Era Satte,Chakri,https://open.spotify.com/embed/track/1LgsPo8PyEEnAb33ZEf0n2?utm_source=generator,0.783,0.112,0.0632,0.8055663160404065,0.0677,energetic
946,Na Chore,M. M. Keeravani,https://open.spotify.com/embed/track/5Gdphc3W4UagNvAy0TTjeD?utm_source=generator,0.788,0.104,0.211,0.7146220089990762,0.0506,energetic
947,Yeh Oore Chinadana,Devi Sri Prasad,https://open.spotify.com/embed/track/1oMyUx2olqnWrM0YAQNoJH?utm_source=generator,0.82,0.0297,0.2,0.8449000268184392,0.209,energetic
948,Varnam,Jayanthi Kumaresh,https://open.spotify.com/embed/track/4ZFM5yFsjEzvZ1XmP27L5r?utm_source=generator,0.471,0.975,0.286,0.4717661432104652,0.0656,Chill
949,Noo Noogu Meesaala,M. M. Keeravani,https://open.spotify.com/embed/track/5diycofGoXrq2qUAyLo24e?utm_source=generator,0.829,0.476,0.144,0.6083613933669061,0.101,romantic
950,Manase Eduru Tirige,Ramana Gogula,https://open.spotify.com/embed/track/2gAl10gbmHiEjgaNQT6PYl?utm_source=generator,0.678,0.192,0.0563,0.7941833785273698,0.029,energetic
951,Nee Tholisariga,R. P. Patnaik,https://open.spotify.com/embed/track/4mIOdOh49kfRSZBwvylulK?utm_source=generator,0.598,0.053,0.217,0.7047587830388271,0.0389,energetic
952,,Various Artists,https://open.spotify.com/embed/track/6hUEswDQNykfAKmfYNMRE7?utm_source=generator,0.792,0.0764,0.0919,0.7801781936291308,0.0464,energetic
953,Prema O Prema,R. P. Patnaik,https://open.spotify.com/embed/track/7mvIeKchrtxfkjujiS878B?utm_source=generator,0.484,0.296,0.0645,0.7903096039810483,0.0357,romantic
954,Eevela Naalo,R. Govardhanam,https://open.spotify.com/embed/track/0hQE8Vm3aGUrwigsjdeekK?utm_source=generator,0.229,0.916,0.254,0.8502339163860664,0.0648,Chill
955,Vasthava,Harris Jayaraj,https://open.spotify.com/embed/track/6dvKpnkloaK01bjXfJ27pW?utm_source=generator,0.823,0.21,0.179,0.7862570398402813,0.0586,energetic
956,Nee Selvadigi,Devi Sri Prasad,https://open.spotify.com/embed/track/14ZvcewteMfdD32us40NDC?utm_source=generator,0.491,0.717,0.256,0.8640603116898596,0.0253,Chill
957,Rāga: Kharaharapriya / Ālāpana,Ranganayaki Rajagopalan,https://open.spotify.com/embed/track/1ibvLixDYokvMwAAex6ZA6?utm_source=generator,0.503,0.593,0.175,0.3790041419589381,0.0395,Chill
958,Ettago Vunntaadhi,K. V. Mahadevan,https://open.spotify.com/embed/track/52ALtT2rVXWQRqBgHkM3EH?utm_source=generator,0.712,0.83,0.303,0.78461813522453,0.487,Chill
959,Chitti Chitti,Thaman S,https://open.spotify.com/embed/track/67TlzsRBEjkN9XBcGtzMpb?utm_source=generator,0.611,0.371,0.103,0.7290145713519474,0.108,romantic
960,Sirivennela,Mickey J. Meyer,https://open.spotify.com/embed/track/2WNkeWfXnpCbYtTG1ko0C3?utm_source=generator,0.504,0.814,0.115,0.6615214994487322,0.0356,Chill
961,Nandha nandhana,Unnikrishnan,https://open.spotify.com/embed/track/0lxCW4fHjpMOcETY9EjrWd?utm_source=generator,0.354,0.847,0.0702,0.7274054650019369,0.0427,Chill
962,Oka Nelavanka,K. Chakravarthy,https://open.spotify.com/embed/track/3YdPY2fDnupWQtUHLYh0bI?utm_source=generator,0.661,0.983,0.795,0.6439405226615811,0.0499,cheerful
963,Andangalena,K.M.Radha Krishnan,https://open.spotify.com/embed/track/46IqUkQTOH7aEaZFUcpSON?utm_source=generator,0.553,0.733,0.116,0.7242170505676571,0.0458,Chill
964,"Tikku Tikkantu - From ""Baabu Bangaaram""",Narendra,https://open.spotify.com/embed/track/2AHgI1AtdJu4zaMNslvR45?utm_source=generator,0.939,0.493,0.0636,0.7735331803689025,0.0684,romantic
965,"Kokilamma Pelliki (From ""Adavi Ramudu"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/5Wc0us6YbRuPMXsQ3APfFm?utm_source=generator,0.574,0.965,0.2,0.7639977353318037,0.0715,Chill
966,Okkasari Cheppaleva,Koti,https://open.spotify.com/embed/track/1zkC3XLyodSNGyiYXSNg8Y?utm_source=generator,0.687,0.258,0.323,0.823355880687744,0.0408,energetic
967,Aa Seetadevi Navvula,Sunny M.R.,https://open.spotify.com/embed/track/4FA8GD0xIwIHoExnGOdRoP?utm_source=generator,0.596,0.842,0.107,0.7144432194046306,0.0596,Chill
968,Kodante Kodi Kaadhu,Bheems Ceciroleo,https://open.spotify.com/embed/track/1Pgy1SDA25gPsZLTUQqzRp?utm_source=generator,0.802,0.629,0.066,0.8699305700408236,0.286,romantic
969,Salalitha Raaga Sudhaarasa,Various Artists,https://open.spotify.com/embed/track/2EvP8Xl8NCf6LzqWKY1Kdb?utm_source=generator,0.362,0.807,0.172,0.5339849220775352,0.135,Chill
970,Mama Ek Peg La,Anup Rubens,https://open.spotify.com/embed/track/1D8dEFWzWPCs9kk2BaWDGS?utm_source=generator,0.961,0.294,0.904,0.8255311540868322,0.207,cheerful
971,Ye Divilo Virisina - Male Vocals,Sathyam,https://open.spotify.com/embed/track/0dSEAnoURuH8Iji2Wd3obp?utm_source=generator,0.479,0.833,0.314,0.8275574361572157,0.0284,Chill
972,Neneppudaina,Thaman S,https://open.spotify.com/embed/track/2NOTi5LCnVtftncWP9nXiG?utm_source=generator,0.669,0.547,0.127,0.7398015435501655,0.0829,romantic
973,Neetho Unte,Niranjan NJ,https://open.spotify.com/embed/track/0Djklwm4UVEoq1vtssRFge?utm_source=generator,0.61,0.382,0.122,0.4280222891027743,0.0312,romantic
974,"Aadavallu Meeku Joharlu - Title Song (From ""Aadavallu Meeku Joharlu"")",Devi Sri Prasad,https://open.spotify.com/embed/track/7l43TugVLfbCcWPH3PFbGm?utm_source=generator,0.57,0.28,0.186,0.7344080574510564,0.442,energetic
975,Indhrudo Chandrudo,Mani Sharma,https://open.spotify.com/embed/track/7GuD0jcXqQSURcagKqwwPA?utm_source=generator,0.565,0.403,0.0689,0.7689144491790578,0.17,romantic
976,MATLADUKUNDHAM,IN SAINITY,https://open.spotify.com/embed/track/68w7b1E7BZ9SKmwFbQTreZ?utm_source=generator,0.777,0.0651,0.0826,0.6355970082541197,0.27,energetic
977,Vaadu Veedu,Aslam Keyi,https://open.spotify.com/embed/track/54nILgCUfVgxr4MJx7M9Rr?utm_source=generator,0.708,0.184,0.104,0.6874459906433446,0.301,energetic
978,Dont Worry Be Happy,Raj-Koti,https://open.spotify.com/embed/track/5jPaEKnq15ofpK1MjTRwcn?utm_source=generator,0.792,0.0359,0.0862,0.6509729133764415,0.165,energetic
979,Vaaru Veeru,Mani Sharma,https://open.spotify.com/embed/track/2os5ZEWZ2lwGRh4aBYOAE4?utm_source=generator,0.779,0.115,0.0177,0.895467683780804,0.115,energetic
980,Brahma Murari,Hamsa Lekha,https://open.spotify.com/embed/track/1W6ZVmckg340M7coqaWtvW?utm_source=generator,0.671,0.695,0.209,0.6319318215679848,0.136,Chill
981,Inte Inthinte,Mani Sharma,https://open.spotify.com/embed/track/3xEaUi7UNC2cNOq2exkl6Q?utm_source=generator,0.866,0.182,0.0654,0.7130129026490659,0.0782,energetic
982,Kondapalli Raja,M. M. Keeravani,https://open.spotify.com/embed/track/6z2xwWlb4MsUEOadmexiyF?utm_source=generator,0.9,0.863,0.078,0.672397866444173,0.0688,Chill
983,Preminche Premava,A.R. Rahman,https://open.spotify.com/embed/track/1FtRJTH2uCemK3N2qUOb3U?utm_source=generator,0.669,0.363,0.179,0.7205816621472632,0.0358,romantic
984,"Jigelu Rani (From ""Rangasthalam"")",Chandra Bose,https://open.spotify.com/embed/track/5z3JFg0tq7sB4FvLrUubHU?utm_source=generator,0.703,0.706,0.147,0.8083375547543133,0.207,romantic
985,Kadanakuthuhalam,M. Balamuralikrishna,https://open.spotify.com/embed/track/60YYoEJxp3BLbrLXicxpMt?utm_source=generator,0.631,0.986,0.214,0.5626210554545726,0.158,Chill
986,"Aadhi Bikshuvu (From ""Sirivennela"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/2RcBPXHSHG92DlkD5Npzc5?utm_source=generator,0.519,0.844,0.0606,0.7770493757263328,0.053,Chill
987,I Want A,Mani Sharma,https://open.spotify.com/embed/track/7fVB0SatpG7PNhXQqee3Z2?utm_source=generator,0.935,0.0656,0.0559,0.7535683423224768,0.0874,energetic
988,Chandrullo Unde,Devi Sri Prasad,https://open.spotify.com/embed/track/4b4xkbpRpA8jHbP8GVLYWR?utm_source=generator,0.814,0.0771,0.0836,0.7153669656425996,0.0698,energetic
989,Baguntundhi Nuvvu Navvithe,Shekar Chandra,https://open.spotify.com/embed/track/1eWooUUh7E796VP86o15BN?utm_source=generator,0.76,0.504,0.0957,0.6954021275961739,0.0426,romantic
990,Gongoora Thota,Devi Sri Prasad,https://open.spotify.com/embed/track/3TeGBS4boert6YCIkhUaDI?utm_source=generator,0.747,0.148,0.0676,0.7390267886409012,0.226,energetic
991,Kola Kalle Ilaa,Vishal Chandrashekhar,https://open.spotify.com/embed/track/7GfyeCjPx05EUlAfMksojh?utm_source=generator,0.575,0.684,0.0775,0.6408117047587831,0.038,Chill
992,Hey Naayak,Thaman S,https://open.spotify.com/embed/track/0RYxt6lzgvfuhVdIcODJvQ?utm_source=generator,0.675,0.754,0.25,0.7637295509401354,0.13,Chill
993,Dikka Dikka Dum Dum,Anup Rubens,https://open.spotify.com/embed/track/0RCoXnxYnUzHGvHrzHq9Dt?utm_source=generator,0.852,0.513,0.32,0.8028546738579815,0.348,romantic
994,Gulabi Kallu Rendu Mullu,Yuvan Shankar Raja,https://open.spotify.com/embed/track/7Kd2C4NcmMRk0N7M3LRvLS?utm_source=generator,0.658,0.168,0.12,0.7864954259662088,0.0371,energetic
995,Violin Song,Devi Sri Prasad,https://open.spotify.com/embed/track/1C2gJaINSao4GEXySYopiS?utm_source=generator,0.806,0.0827,0.164,0.8412348401323043,0.0627,energetic
996,Pilichina Palukavu,T. V. Raju,https://open.spotify.com/embed/track/7dcy16kLyW98wPnI6LozLr?utm_source=generator,0.433,0.917,0.0959,0.6747817277034477,0.0934,Chill
997,Sairo Sairo,Thaman S,https://open.spotify.com/embed/track/2uF7JGH6B2FZ95m1hkFHSF?utm_source=generator,0.825,0.0804,0.409,0.8047617628654012,0.0565,energetic
998,"Nachav Abbai (From ""Nenu Meeku Baaga Kavalsinavaadini"")",Dhanunjay Seepana,https://open.spotify.com/embed/track/16rZJ4rrpUL8JKuwH3Mxdi?utm_source=generator,0.549,0.0421,0.046,0.8598289579546471,0.0861,energetic
999,He’S Soo Cute,Devi Sri Prasad,https://open.spotify.com/embed/track/4Ijq9U4ZvXuLord5plNeKR?utm_source=generator,0.82,0.412,0.054,0.8214785899460652,0.185,romantic
1000,Evare Nuvvu - Remix,Yuvan Shankar Raja,https://open.spotify.com/embed/track/2JxA81CLT7LzapTdsCmu4i?utm_source=generator,0.834,0.146,0.0454,0.772907416788343,0.102,energetic
1001,Aleba Aleba,Mani Sharma,https://open.spotify.com/embed/track/0PwtZJLkFZJqJKRrXTCobY?utm_source=generator,0.932,0.0203,0.133,0.7642957179892131,0.0869,energetic
1002,Ammay Nadumu,Karthik,https://open.spotify.com/embed/track/77ht3F8iR0JxLojopPAoOy?utm_source=generator,0.849,0.25,0.761,0.8084269495515362,0.132,cheerful
1003,Sri Rama Lera,Ilaiyaraaja,https://open.spotify.com/embed/track/5mKmfOx4m0x5t4VPk4fD7T?utm_source=generator,0.501,0.573,0.157,0.6835722160970232,0.0288,romantic
1004,Unnaadi Poola Pakka,Yuvan Shankar Raja,https://open.spotify.com/embed/track/4DqcWnBU8dJf5Y2ahqQfsG?utm_source=generator,0.901,0.229,0.36,0.8663845764176525,0.0707,energetic
1005,Vangathota,Devi Sri Prasad,https://open.spotify.com/embed/track/6UV7beUXr43OhpNQhXalJj?utm_source=generator,0.868,0.033,0.0935,0.7431985458446319,0.12,energetic
1006,Vayasa Chusuko,Ramana Gogula,https://open.spotify.com/embed/track/3ED2BFRpLVhL0MBA709emX?utm_source=generator,0.795,0.39,0.319,0.8262463124646146,0.0737,romantic
1007,Vendimabhu Therumeeda,A.R. Rahman,https://open.spotify.com/embed/track/1nnZR6t2IS2kyIhFmLy1hV?utm_source=generator,0.627,0.798,0.138,0.5540689531869245,0.0767,Chill
1008,Hello,Anup Rubens,https://open.spotify.com/embed/track/3P8Dp6N9HemW49uvM8sCE1?utm_source=generator,0.738,0.426,0.13,0.7254983759945172,0.0332,romantic
1009,Hemantha Manchu Suridu,Mangli,https://open.spotify.com/embed/track/1QcSOePEw1io0V2mFx2XuG?utm_source=generator,0.791,0.56,0.175,0.8253821627581275,0.141,romantic
1010,Pillalu Devudu,M. S. Viswanathan,https://open.spotify.com/embed/track/4fIHH5YZe6AHfPpLHn8pq6?utm_source=generator,0.387,0.959,0.404,0.6408713012902649,0.0409,Chill
1011,Andarani Andaraani,Varam,https://open.spotify.com/embed/track/6pEs6U9yw5Lc37Qvx8WYFJ?utm_source=generator,0.881,0.517,0.0649,0.7421556065436992,0.138,romantic
1012,Kanulu Kanulatho,K. V. Mahadevan,https://open.spotify.com/embed/track/4C01JmbFwk1qliFhuYu0iP?utm_source=generator,0.508,0.99,0.295,0.6357459995828243,0.0382,Chill
1013,Edo Oka Raagam Female,S.A. Rajkumar,https://open.spotify.com/embed/track/77gQaWV8Wm22eBBk5QFU7d?utm_source=generator,0.647,0.676,0.126,0.7596471885336273,0.0275,romantic
1014,"Sanchari (From ""Radhe Shyam"")",Anirudh Ravichander,https://open.spotify.com/embed/track/1ysF7N4pb8cQeyDyEgsPq1?utm_source=generator,0.689,0.347,0.137,0.6952829345332102,0.0387,romantic
1015,Burra Paadavuthadhe,Ghibran,https://open.spotify.com/embed/track/11uLZDuAUkDIeEqLJ4NnPr?utm_source=generator,0.77,0.19,0.664,0.8094698888524688,0.288,cheerful
1016,Maguva Maguva - Telugu,Thaman S,https://open.spotify.com/embed/track/6LFJ5QC9Pa9RAnEzBymFTZ?utm_source=generator,0.467,0.81,0.114,0.7369409100390358,0.0315,Chill
1017,Bullet,Suresh Bobbili,https://open.spotify.com/embed/track/0GqQt131JJ0EvhqSdrzwgz?utm_source=generator,0.482,0.354,0.103,0.8268720760451742,0.134,romantic
1018,You Rock My World,Devi Sri Prasad,https://open.spotify.com/embed/track/0b8CEM2kGkYuHCooyyD0SY?utm_source=generator,0.821,0.052,0.367,0.7215650049167139,0.0895,energetic
1019,Idi Nijame,Raghuram,https://open.spotify.com/embed/track/7A21ZDOyoT55A02q5LCy8G?utm_source=generator,0.538,0.645,0.0956,0.8255311540868322,0.0464,romantic
1020,Seethalu Singaram,K. V. Mahadevan,https://open.spotify.com/embed/track/3mIdmWYEmWZcKm4d5TjWGq?utm_source=generator,0.499,0.92,0.714,0.703030483625853,0.0821,cheerful
