,name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
382,Oo Solriya Oo Oo Solriya,Devi Sri Prasad,https://open.spotify.com/embed/track/28fPIWqAfqoEEGSb0rA4LZ?utm_source=generator,0.904,0.447,0.197,0.7672457462975655,0.0846,romantic
383,This Is The Rhytham,S.V.Krishna Reddy,https://open.spotify.com/embed/track/3JXXww8GnSG9dvA1Om8dpt?utm_source=generator,0.877,0.0824,0.387,0.7298191245269525,0.0642,energetic
384,Superoo Superoo,Sunny Austin,https://open.spotify.com/embed/track/3o7fGHmwGj1KHxsKif69PW?utm_source=generator,0.724,0.348,0.226,0.7634911648142079,0.19,romantic
385,Padham Vedichi,Joshua Sridhar,https://open.spotify.com/embed/track/65JiHy0oKifLvpcW3U7pA9?utm_source=generator,0.779,0.0371,0.0948,0.6570517595875921,0.1,energetic
386,Moosina Muthyalake,M. M. Keeravani,https://open.spotify.com/embed/track/5LrKrtgWLIow4ge9C0CeLR?utm_source=generator,0.661,0.845,0.499,0.7815191155874728,0.0567,cheerful
387,Aale Bale,Devi Sri Prasad,https://open.spotify.com/embed/track/0oI6WzHnGCr0twoTSkzzLY?utm_source=generator,0.871,0.147,0.114,0.7448970469918651,0.0875,energetic
388,Bombhaat,Mani Sharma,https://open.spotify.com/embed/track/5XOwkxt3dyoEYYClAbUmaf?utm_source=generator,0.836,0.235,0.123,0.8260079263386871,0.172,energetic
389,Subrahmanyam,T. M. Krishna,https://open.spotify.com/embed/track/6DTXu569XPBAm4sKH4ZDaG?utm_source=generator,0.486,0.927,0.149,0.6575881283709288,0.0408,Chill
390,Sri Rama Namamu,Chirla Ramu,https://open.spotify.com/embed/track/1nAkyzJqup8wLk4n1PHRsG?utm_source=generator,0.498,0.631,0.324,0.8608420989898389,0.314,cheerful
391,"Bhal Bhale Andhaalu (From ""Bhakta Tukaram"")",Various Artists,https://open.spotify.com/embed/track/3QzZE3lDUZLFXvM3EOVGzP?utm_source=generator,0.481,0.928,0.0994,0.7440626955511189,0.0488,Chill
392,Dhaaredu Kurulaadhi,Gajwel Venu,https://open.spotify.com/embed/track/1A2DZt98RetzU19Td5pikI?utm_source=generator,0.736,0.271,0.0959,0.8430227360767604,0.0517,energetic
393,Papa Tho Pailam,Ghibran,https://open.spotify.com/embed/track/6X5Og307Vt5Wthhp2HPrIi?utm_source=generator,0.508,0.127,0.145,0.754432492028964,0.234,energetic
394,Dhimmathirigae,Devi Sri Prasad,https://open.spotify.com/embed/track/0Jid8Dg6yoDuLx4B7TBnRD?utm_source=generator,0.866,0.369,0.0655,0.816144700378438,0.0949,romantic
395,Nuvvittaa Nenintta,K. V. Mahadevan,https://open.spotify.com/embed/track/6BmwrRs7VrF68Q3a6bNDpS?utm_source=generator,0.448,0.599,0.115,0.6272832921123992,0.116,Chill
396,Challa Gaali Thakuthunna,Radhan,https://open.spotify.com/embed/track/1ixAWv7Y8ZJa32zdnRLZru?utm_source=generator,0.543,0.896,0.127,0.8054769212431837,0.0271,Chill
397,Narthana Thara,Mani Sharma,https://open.spotify.com/embed/track/1AW8lGeOy6gMH6bWjGzglM?utm_source=generator,0.855,0.113,0.0423,0.7627462081706845,0.161,energetic
398,Chinna Maata Oka,M. S. Viswanathan,https://open.spotify.com/embed/track/0LkPzMXCrYDy3Hw4VojScR?utm_source=generator,0.404,0.917,0.384,0.8217467743377336,0.0992,Chill
399,Konchem Konchem,M. M. Keeravani,https://open.spotify.com/embed/track/5aUe6oUFfxRsG98IUpoo5o?utm_source=generator,0.54,0.357,0.121,0.603921451771507,0.0478,romantic
400,Door Number Okati,Gopi Sundar,https://open.spotify.com/embed/track/5oyZumEp7fAIVnQhCKE6YZ?utm_source=generator,0.631,0.321,0.238,0.7678119133466432,0.31,romantic
401,Kailove Chedugudu,A.R. Rahman,https://open.spotify.com/embed/track/3SPJuPQTcU87m0CRWAFFVa?utm_source=generator,0.769,0.011,0.111,0.5442653237581574,0.0431,energetic
402,Kanapadava,Yazin Nizar,https://open.spotify.com/embed/track/2lVXfwkzLm3RyagFEi4ssq?utm_source=generator,0.623,0.536,0.11,0.7195387228463304,0.0293,romantic
403,Alludu Adhurs,Devi Sri Prasad,https://open.spotify.com/embed/track/38UH5WZoMmsrT9azjJV3xq?utm_source=generator,0.8,0.394,0.0705,0.7153371673768587,0.187,romantic
404,Neekye Nenu,RaghavaLawrence,https://open.spotify.com/embed/track/0mp672WlppO1S3UKQgqYyQ?utm_source=generator,0.6,0.363,0.217,0.6685240918978517,0.0504,romantic
405,Chelikaadu Ninne,S. Rajeswara Rao,https://open.spotify.com/embed/track/73X8xeKmnmKuopfEV7KDtB?utm_source=generator,0.53,0.667,0.413,0.6532077833070116,0.0613,cheerful
406,Yahi Hai Mera Addaa,Anup Rubens,https://open.spotify.com/embed/track/6949xud8uVDrqfPIr8oNTu?utm_source=generator,0.824,0.122,0.205,0.6959980929109926,0.0577,energetic
407,Jwala Reddy,Mani Sharma,https://open.spotify.com/embed/track/3sJsBrmu3pVEbxSW5vMQoi?utm_source=generator,0.719,0.195,0.401,0.9300038737745464,0.278,energetic
408,Okkadante Okkade,Thaman S,https://open.spotify.com/embed/track/3ziM26udPDBAK5tZUhmuou?utm_source=generator,0.817,0.36,0.367,0.7397717452844245,0.0427,romantic
409,Nagonthu Sruthilona,M. M. Keeravani,https://open.spotify.com/embed/track/5QVe15imox9kDlc0coDPL4?utm_source=generator,0.617,0.501,0.484,0.8771715486158705,0.0498,cheerful
410,Pedda Puli,Raghu Kunche,https://open.spotify.com/embed/track/4Bd7Z2NAFe0aj7erz94HeT?utm_source=generator,0.815,0.576,0.596,0.8982389224947108,0.268,cheerful
411,Niharika,Devi Sri Prasad,https://open.spotify.com/embed/track/1yVEpXyOeFB0obLo5sTF8F?utm_source=generator,0.736,0.144,0.122,0.8271998569683245,0.0601,energetic
412,Arupu,Roll Rida,https://open.spotify.com/embed/track/1JShxLni6WCNEMr0IA3Rmo?utm_source=generator,0.811,0.675,0.107,0.742274799606663,0.319,romantic
413,Em Sandeham Ledu,Kalyani Malik,https://open.spotify.com/embed/track/6vsPBbLGfeLraBanG4HJaR?utm_source=generator,0.722,0.63,0.112,0.7898626299949343,0.032,romantic
414,Chandrakala,Devi Sri Prasad,https://open.spotify.com/embed/track/0KuVYY7tHWcwbvR0FSwrEo?utm_source=generator,0.522,0.0446,0.277,0.6096129205280254,0.288,energetic
415,Gana Nadhuni,Master Venu,https://open.spotify.com/embed/track/0CySBGmDSm260NvFu9Ft8b?utm_source=generator,0.664,0.956,0.213,0.6325575851485444,0.533,Chill
416,Mella Mella Mellaga,K. V. Mahadevan,https://open.spotify.com/embed/track/321s3MQHX2ysFk3GdkHCj7?utm_source=generator,0.403,0.99,0.195,0.5797550582556096,0.0768,Chill
417,"Veena Venuvaina, Pt. 1",Rajan–Nagendra,https://open.spotify.com/embed/track/61i7Z9m8MwdDJdZLkiSgMX?utm_source=generator,0.388,0.973,0.18,0.5484072826961471,0.0341,Chill
418,Adisa Babba,Mani Sharma,https://open.spotify.com/embed/track/016oqtRMBlrMaprWYAgeb3?utm_source=generator,0.797,0.226,0.338,0.8122709258321166,0.0924,energetic
419,Aalayana Valisina,S. P. Kodandapani,https://open.spotify.com/embed/track/5budXQs2KDTkR1BxZOBWWu?utm_source=generator,0.508,0.71,0.253,0.6907833964063292,0.0815,Chill
420,O Lailaa,Thaman S,https://open.spotify.com/embed/track/1ugmdB1Nwhmt0gq5KdCHXJ?utm_source=generator,0.641,0.271,0.0595,0.7919485085967997,0.214,energetic
421,Krishna Nagarey,Chakri,https://open.spotify.com/embed/track/6gH0S4qfwDebhlq3TCo1RX?utm_source=generator,0.721,0.275,0.0921,0.758038082183617,0.0574,energetic
422,Ee Gaali Ee Vela,K. V. Mahadevan,https://open.spotify.com/embed/track/1qXHGr6c7z21Lfp9Zac1kq?utm_source=generator,0.375,0.919,0.113,0.7645937006466224,0.043,Chill
423,Nuvvunte Naa Jathagaa,A.R. Rahman,https://open.spotify.com/embed/track/5dG3KI5rIUwiUQNNr3Y1to?utm_source=generator,0.45,0.126,0.147,0.8449000268184392,0.0361,energetic
424,Maya,Chowraasta,https://open.spotify.com/embed/track/0y5EJMV1PE3YPDUWMN314E?utm_source=generator,0.585,0.279,0.334,0.8001728299412975,0.0972,energetic
425,Ravanamma,Raghu Kunche,https://open.spotify.com/embed/track/3NrtW2TESGqkMWY3PInF4P?utm_source=generator,0.69,0.495,0.367,0.7792246491254209,0.541,romantic
426,Cheema Cheema,M. M. Keeravani,https://open.spotify.com/embed/track/13On4C5OW7SvwcDfWKCUBo?utm_source=generator,0.785,0.495,0.11,0.724693822819512,0.0896,romantic
427,Prema Desam,Mani Sharma,https://open.spotify.com/embed/track/0Y61GxhLwaCYDJ2ojA7tZv?utm_source=generator,0.809,0.333,0.253,0.7563097827706429,0.1,energetic
428,Srivaru Doragaru,M. M. Keeravani,https://open.spotify.com/embed/track/6nk8Xbr4Fhbe7VJMCqCRPF?utm_source=generator,0.777,0.184,0.302,0.8121517327691529,0.0404,energetic
429,Urime Manase,Hiphop Tamizha,https://open.spotify.com/embed/track/1Rw0Qt5vESmeQAt5SIgJxC?utm_source=generator,0.39,0.0632,0.383,0.8536905152120147,0.0537,energetic
430,Tikku Taku Tikku,Shirisha,https://open.spotify.com/embed/track/1hzqR4NCVNPtDEqHdhFv40?utm_source=generator,0.652,0.132,0.229,0.8549718406388749,0.0494,energetic
431,Brahmamokate - Sudha Ragunathan,Sudha Ragunathan,https://open.spotify.com/embed/track/63qWuV0D7eMShZYWIgfNVc?utm_source=generator,0.551,0.838,0.111,0.6492148156977264,0.0614,Chill
432,Bharatha Maathaku Jejelu,K. V. Mahadevan,https://open.spotify.com/embed/track/54Ius8bvQROap62WhDUJg5?utm_source=generator,0.585,0.902,0.851,0.6263595458744302,0.137,cheerful
433,Barbi Bommaki,Mani Sharma,https://open.spotify.com/embed/track/2e5p2PBEGi7Cy0GBvlWDXj?utm_source=generator,0.87,0.0196,0.276,0.7724902410679699,0.159,energetic
434,Bad Luck Sakhi,Devi Sri Prasad,https://open.spotify.com/embed/track/5ZuGP32zqBlk87GzhHRLDd?utm_source=generator,0.587,0.584,0.0816,0.7956732918144165,0.288,romantic
435,Bhramaramba,Devi Sri Prasad,https://open.spotify.com/embed/track/1y1qHgD0KAzFegyMR5zR2o?utm_source=generator,0.702,0.49,0.179,0.8621532226824399,0.0828,romantic
436,Sipaayi Sipaayi,C. Ramchandra,https://open.spotify.com/embed/track/2aSG2lRcm3gM33VRr79kdS?utm_source=generator,0.312,0.946,0.546,0.6442981018504723,0.0365,Chill
437,Telugu Bengali,Devi Sri Prasad,https://open.spotify.com/embed/track/4zY1b4VtIIAWTbEbQ2laF6?utm_source=generator,0.758,0.073,0.0787,0.8780059000566167,0.243,energetic
438,Kallagganthalu Kattadhoi,Various Artists,https://open.spotify.com/embed/track/2lkkI89IujnTYUGmD3OEvQ?utm_source=generator,0.871,0.0334,0.0552,0.5410769093238774,0.0652,energetic
439,Tadikenduku Adirindi,M. M. Keeravani,https://open.spotify.com/embed/track/5mOPqa2Gn76rUtfYEoaAIG?utm_source=generator,0.913,0.567,0.701,0.604785601477994,0.236,cheerful
440,Jaaruko,Devi Sri Prasad,https://open.spotify.com/embed/track/2ORFDEuWhihzSYaQuVawhU?utm_source=generator,0.839,0.312,0.115,0.8290175511785214,0.0646,energetic
441,Anjanee Puthruda,Raj-Koti,https://open.spotify.com/embed/track/698FjhBRC0MhSv2j6nPpGK?utm_source=generator,0.697,0.829,0.387,0.6541613278107214,0.264,Chill
442,Om Sarvani,Devi Sri Prasad,https://open.spotify.com/embed/track/0UFKvZ2GYhjhRSkygxxvFs?utm_source=generator,0.619,0.376,0.302,0.7404571053964659,0.046,romantic
443,Dolare Dola,Anup Rubens,https://open.spotify.com/embed/track/01otxgRF1kfn9GtPAbuEiQ?utm_source=generator,0.807,0.0461,0.673,0.8261271194016508,0.0732,energetic
444,Donga Donga,Mani Sharma,https://open.spotify.com/embed/track/2vWnylqXlz0g8NW7REKrg1?utm_source=generator,0.858,0.0379,0.0904,0.7948389403736703,0.0922,energetic
445,Ninnila,Thaman S,https://open.spotify.com/embed/track/5a7RaYvPiV2ThtSqpS2m4x?utm_source=generator,0.687,0.504,0.178,0.7771685687892965,0.0296,romantic
446,Ka Katukaki,Himesh Reshammiya,https://open.spotify.com/embed/track/1ofe1OGnlzESxuS3kuCSpG?utm_source=generator,0.672,0.0183,0.101,0.7968652224440538,0.0413,energetic
447,Gokula Krishna,Koti,https://open.spotify.com/embed/track/2tbDaePGn4Ljl2b85Z64Zn?utm_source=generator,0.723,0.742,0.0879,0.6311272683929796,0.0889,Chill
448,Taratha Etthuku,Chakri,https://open.spotify.com/embed/track/2lGnWVeehsECSKaPS32DP7?utm_source=generator,0.862,0.195,0.049,0.7705533537948092,0.0594,energetic
449,Ee Roje,Chakri,https://open.spotify.com/embed/track/0g97EBooLXbuRINt18e7Oa?utm_source=generator,0.765,0.552,0.174,0.7691826335707262,0.0449,romantic
450,Nalo Yedho,Suman Vankara,https://open.spotify.com/embed/track/3opL20LZHt2ejOUFWrJlBF?utm_source=generator,0.663,0.874,0.126,0.6835722160970232,0.024,Chill
451,Maha Kanaka Durga,Vandemataram Srinivas,https://open.spotify.com/embed/track/61mHqu0APiT50jIZnWPrat?utm_source=generator,0.504,0.35,0.54,0.815220954140469,0.0762,cheerful
452,Priyathama Priyathama,Gopi Sundar,https://open.spotify.com/embed/track/5TzBiX6ACrnGCgcVbP0ZHd?utm_source=generator,0.71,0.743,0.183,0.6774933698858727,0.0391,Chill
453,Himagirithanaye - Shudha Dhanyasi - Adi,Tripunithura Krishnadas,https://open.spotify.com/embed/track/04Nbr3UunpGJBseWKwfOyJ?utm_source=generator,0.63,0.259,0.0892,0.7373580857594089,0.0596,energetic
454,Chandramukhi,Sandeep Chowta,https://open.spotify.com/embed/track/4MA5zXGMS7ZZyXmFAs6EAd?utm_source=generator,0.693,0.00819,0.0706,0.7082749783962574,0.0452,energetic
455,Jallantha,Ilaiyaraaja,https://open.spotify.com/embed/track/1EIbLq0jAppo3aicVulog7?utm_source=generator,0.73,0.895,0.223,0.8880181173455706,0.0867,Chill
456,Every Body Rock,Devi Sri Prasad,https://open.spotify.com/embed/track/04DaP3IBSP8o3FXiAPjsaj?utm_source=generator,0.781,0.0162,0.198,0.7499627521678238,0.113,energetic
457,Aagi Aagi,Vivek Sagar,https://open.spotify.com/embed/track/4jYX71osH1K8LA6r3Z7R2d?utm_source=generator,0.587,0.574,0.121,0.7217139962454185,0.0336,romantic
458,Relaare Relaare,Mani Sharma,https://open.spotify.com/embed/track/7zeMJn8kFBGd5P0sI9cNHr?utm_source=generator,0.632,0.318,0.0632,0.8191841234840133,0.329,romantic
459,Taralirada,Ilaiyaraaja,https://open.spotify.com/embed/track/26jPNqAa9h0XdxJCikzlKJ?utm_source=generator,0.644,0.481,0.271,0.7258857534491493,0.0665,romantic
460,Tingo Tingo,Thaman S,https://open.spotify.com/embed/track/6gowEcwdU9XTh03FWnzsgi?utm_source=generator,0.907,0.318,0.0958,0.7546112816234096,0.173,energetic
461,College Song (From “Lucky Lakshman”),Anup Rubens,https://open.spotify.com/embed/track/0rGv6zVKXBQNU9JvSmAiGe?utm_source=generator,0.836,0.118,0.36,0.7952859143597844,0.175,energetic
462,Thanemando,Mickey J. Meyer,https://open.spotify.com/embed/track/7KQpsXCQvYleJDyxnGJmZ1?utm_source=generator,0.751,0.67,0.171,0.7264817187639679,0.0437,romantic
463,"Hariloranga Hari (From ""Billa"")",Various Artists,https://open.spotify.com/embed/track/0Onj35YSrebRn6177wHxYK?utm_source=generator,0.84,0.0169,0.129,0.7630143925623529,0.24,energetic
464,Gorinta Poochindhi,K. V. Mahadevan,https://open.spotify.com/embed/track/6qUBa8Vh2hi5PzatfYkEdO?utm_source=generator,0.475,0.975,0.112,0.7975207842903543,0.0528,Chill
465,Shiva Shankari,Pendyala Nageswara Rao,https://open.spotify.com/embed/track/6DcLddbaAGdA7G2EvVI8JZ?utm_source=generator,0.373,0.44,0.347,0.8205846419738372,0.133,cheerful
466,Sitamma Vakitlo,Mickey J. Meyer,https://open.spotify.com/embed/track/76LyYbQXsSrS4HHbFpTA2V?utm_source=generator,0.728,0.853,0.0739,0.6788640901099556,0.0421,Chill
467,Vaishali Vaishali,Thaman S,https://open.spotify.com/embed/track/7lgjnH459ebdjZZFHZqy9N?utm_source=generator,0.826,0.56,0.165,0.7076194165499569,0.0781,romantic
468,Naa Pranama,S.A. Rajkumar,https://open.spotify.com/embed/track/6Lhm1CeXmPZmVZudo3bquk?utm_source=generator,0.746,0.303,0.0652,0.7939747906671832,0.194,energetic
469,Sriganesa Thilang Adi,Kalaimamani Prabhavathi Ganesan,https://open.spotify.com/embed/track/1Oievd5Y3lAwGxuxHGXSM5?utm_source=generator,0.503,0.63,0.0773,0.8109896004052565,0.0376,romantic
470,Whattey Beauty - Telugu,Mahati Swara Sagar,https://open.spotify.com/embed/track/3KUD3u6xFEIewEQVppwXbH?utm_source=generator,0.908,0.317,0.142,0.8732083792723264,0.0826,energetic
471,Pullanguzhal,Kalaimamani Prabhavathi Ganesan,https://open.spotify.com/embed/track/3vYQHX42EySRe4rPWEzlXc?utm_source=generator,0.726,0.2,0.0978,0.707112846032361,0.0305,energetic
472,Yemito,Radhan,https://open.spotify.com/embed/track/1eknwgCfzOXC0VRTst91l7?utm_source=generator,0.69,0.134,0.26,0.7160523257546412,0.0554,energetic
473,Banginapalli,K. Chakravarthy,https://open.spotify.com/embed/track/0jX2LlXwfPdSSzuNAvkY3L?utm_source=generator,0.593,0.928,0.282,0.5818707351232159,0.125,Chill
474,Etthara Jenda,M. M. Keeravani,https://open.spotify.com/embed/track/5tCsbcxZI4SuGsxS4R8t1o?utm_source=generator,0.507,0.532,0.318,0.8348878095294854,0.28,romantic
475,Laalu Dharvaja,Devi Sri Prasad,https://open.spotify.com/embed/track/6tH98bPl0PLJXJuyuFbap4?utm_source=generator,0.866,0.144,0.0528,0.6916475461128163,0.194,energetic
476,Aaradugula Bullet,Devi Sri Prasad,https://open.spotify.com/embed/track/2qFuMG7RbmnNG6cErUGxnK?utm_source=generator,0.789,0.0641,0.29,0.8340236598229983,0.0535,energetic
477,O cheli Thaara,Vivek Sagar,https://open.spotify.com/embed/track/2Nn5mcrke82PVdtpfvkgPP?utm_source=generator,0.572,0.339,0.0832,0.7355999880806937,0.0245,romantic
478,Tholimuddu Tholimuddu,Ilaiyaraaja,https://open.spotify.com/embed/track/4Sx0GhASQ8EIOjQuCFX2f6?utm_source=generator,0.714,0.338,0.149,0.7957030900801574,0.0333,romantic
479,Whattey Beauty - Telugu,Mahati Swara Sagar,https://open.spotify.com/embed/track/5hP0A7WPiKHmuDizE2Vvcc?utm_source=generator,0.908,0.317,0.142,0.8732083792723264,0.0826,energetic
480,Neradu Pallu,Mani Sharma,https://open.spotify.com/embed/track/61cyXQ4d2CaCnppkqYOIlr?utm_source=generator,0.608,0.331,0.0785,0.6262403528114664,0.148,romantic
481,Premena,Suman Vankara,https://open.spotify.com/embed/track/00kh2xg0J5UQHvSNinkQtF?utm_source=generator,0.613,0.679,0.189,0.5301707440626956,0.0282,Chill
482,Mila Mila,Ilaiyaraaja,https://open.spotify.com/embed/track/63bGEMKULCYCMHWwgT2ER5?utm_source=generator,0.77,0.639,0.0638,0.808456747817277,0.0412,romantic
483,Sarileru Neekevvaru Anthem,Devi Sri Prasad,https://open.spotify.com/embed/track/7uCaf4UgDNu011w0EzGWvU?utm_source=generator,0.573,0.788,0.0827,0.7937662028069967,0.056,Chill
484,Kamaneeyam,M. M. Keeravani,https://open.spotify.com/embed/track/2Cvp2n2F4H9SAaRrgozmHk?utm_source=generator,0.51,0.834,0.331,0.6951637414702465,0.0375,Chill
485,Shriman Narayan - Instrumental,Various Artists,https://open.spotify.com/embed/track/6vUg70qtxTd3P8XRjSbtmc?utm_source=generator,0.147,0.888,0.0848,0.6632200005959654,0.0416,Chill
486,Bullui Gownu,Mani Sharma,https://open.spotify.com/embed/track/4xdrHCAYuvzqovLDTXwiGu?utm_source=generator,0.766,0.0358,0.127,0.7766619982717007,0.42,energetic
487,Eyy Bidda Idhi Naa Adda,Devi Sri Prasad,https://open.spotify.com/embed/track/0U90gqjr8CWCEQ5WrvmO5g?utm_source=generator,0.733,0.205,0.0515,0.7624780237790161,0.144,energetic
488,Thammudu Are Thammudu,Deva,https://open.spotify.com/embed/track/5LBfVHnzVwoRfKGHHBE0wI?utm_source=generator,0.884,0.0608,0.682,0.6388748174856224,0.392,energetic
489,Vathapi Ganapathim,Sowmya,https://open.spotify.com/embed/track/087o42dddhVJMba67qnWDs?utm_source=generator,0.417,0.764,0.627,0.6006436425400042,0.0914,cheerful
490,Paala Pitta,Devi Sri Prasad,https://open.spotify.com/embed/track/6hbdCd5WPh4OJArDKMUZo9?utm_source=generator,0.875,0.65,0.0657,0.7791650525939391,0.202,romantic
491,Time Ivvu Pilla,Gopi Sundar,https://open.spotify.com/embed/track/3MqMljifpexSTdhAczsBX7?utm_source=generator,0.825,0.213,0.145,0.7701063798086951,0.135,energetic
492,Jil Jil Javani,Kunireddy Srinivas,https://open.spotify.com/embed/track/15GmsG2EOoWgKljtIN9LNw?utm_source=generator,0.709,0.188,0.128,0.7486516284752228,0.265,energetic
493,Chiranjeeva,M. M. Keeravani,https://open.spotify.com/embed/track/6eU4WBu12W1JnqvX736WWF?utm_source=generator,0.804,0.416,0.0829,0.6718912959265771,0.0982,romantic
494,Brathukantha Baadhagaa,S. P. Kodandapani,https://open.spotify.com/embed/track/7v49HPat9QcM4qQnFcTEXu?utm_source=generator,0.257,0.949,0.23,0.5845823773056409,0.0664,Chill
495,Vintunnavaa,A.R. Rahman,https://open.spotify.com/embed/track/4Ua5t8kTLSnVKWV2NK2xiN?utm_source=generator,0.373,0.655,0.116,0.7209690396018953,0.032,Chill
496,Yeh Oore Chinadana,Devi Sri Prasad,https://open.spotify.com/embed/track/75m22KDuM0RJCLZTky12Wc?utm_source=generator,0.82,0.0297,0.2,0.8449000268184392,0.209,energetic
497,Ninne Ninne,Chakri,https://open.spotify.com/embed/track/7Fkomj8i1RAavt0v5PUNV8?utm_source=generator,0.749,0.208,0.119,0.8112875830626658,0.171,energetic
498,Mila Mila,Mickey J. Meyer,https://open.spotify.com/embed/track/4zKTWk3pdGmV5LLYzF17Xq?utm_source=generator,0.814,0.739,0.183,0.7606603295688191,0.0407,romantic
499,"Aaresukoboyee (From ""Adavi Ramudu"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/3kKhlaxlib4Ey9Nw7QUBhs?utm_source=generator,0.496,0.946,0.666,0.6716231115349087,0.044,cheerful
500,Maataleraani,Sandeep Bowmik,https://open.spotify.com/embed/track/1ugd3kbk6y41p9ZHMq2P22?utm_source=generator,0.524,0.209,0.15,0.6725468577728777,0.176,energetic
501,Kriti: Padavini with Vina and Mrdangam,Trichy Sankaran,https://open.spotify.com/embed/track/62J1F714qiqQtDfaT2Bs1Q?utm_source=generator,0.607,0.803,0.0734,0.364611579606067,0.0529,Chill
502,Mudhu Muthyaloda,Akhilesh Gogu,https://open.spotify.com/embed/track/5Ik9I33chVGzWJEFaET3pP?utm_source=generator,0.818,0.587,0.0535,0.8754134509371555,0.0685,romantic
503,Pade Pade,Devi Sri Prasad,https://open.spotify.com/embed/track/1YXcSZ9stsBcHYLqVoa2SE?utm_source=generator,0.866,0.701,0.0904,0.5356238266932865,0.0372,romantic
504,Kanya Kumaari,Ilaiyaraaja,https://open.spotify.com/embed/track/4XMIbbeZk44GvTVqCLNUdr?utm_source=generator,0.523,0.763,0.128,0.7695402127596174,0.0714,Chill
505,Mabbullo Yemundhi,T.Chalapathi Rao,https://open.spotify.com/embed/track/4eWHBO0pMIinbhM6H4kMs7?utm_source=generator,0.372,0.93,0.238,0.6049941893381805,0.0393,Chill
506,Kanchiki Pothavaa,K. V. Mahadevan,https://open.spotify.com/embed/track/3iiG2dutiUmSmMFw9GsbYg?utm_source=generator,0.608,0.986,0.066,0.69719002354063,0.0904,Chill
507,Neela Poori,Vijay Antony,https://open.spotify.com/embed/track/5WUxa9IltfeA2bxq4zccI3?utm_source=generator,0.742,0.347,0.101,0.8397747251109986,0.0728,romantic
508,Raja The Great,Sai Karthik,https://open.spotify.com/embed/track/75Q1KovplyWXw3EZhBbnYB?utm_source=generator,0.821,0.591,0.0766,0.8107810125450698,0.279,romantic
509,Sirimallave DJ Song,PVR Raja,https://open.spotify.com/embed/track/0UDgkNQwMfx6BxIVt01qQw?utm_source=generator,0.783,0.00566,0.0354,0.7293125540093567,0.205,energetic
510,Sri Nathadi Guruguha - Mayamalava Gowlai - Adi,R. Vedavalli,https://open.spotify.com/embed/track/5LVD9JKk4U5bCOHOw78jG7?utm_source=generator,0.512,0.687,0.23,0.7955838970171937,0.204,Chill
511,Murikivadalo Mass Rajulam,Tarun Rana Pratap,https://open.spotify.com/embed/track/7CC9p2WL44PldVmBMJUuEV?utm_source=generator,0.554,0.573,0.0585,0.7973419946959087,0.117,romantic
512,Nippulaa Swasa Ga,M. M. Keeravani,https://open.spotify.com/embed/track/5iooG4j9EuFx07Y7AODiu6?utm_source=generator,0.664,0.6,0.0923,0.6954617241276558,0.331,romantic
513,Naido Naido,Devi Sri Prasad,https://open.spotify.com/embed/track/57V1Ma5WPmzTMZB7I2hNZE?utm_source=generator,0.64,0.541,0.673,0.7414404481659168,0.176,cheerful
514,One Last Time (Tamil),Nijil Dhinakar,https://open.spotify.com/embed/track/2I0x9hbU3Bdrx8gyqaZg3Y?utm_source=generator,0.534,0.506,0.065,0.593968831014035,0.0348,romantic
515,Vrepalliya Edajhalluna,K. V. Mahadevan,https://open.spotify.com/embed/track/6pZ1fgv8WtoRh3aNawFqKn?utm_source=generator,0.596,0.97,0.873,0.6323489972883578,0.0779,cheerful
516,Come to the Party,Devi Sri Prasad,https://open.spotify.com/embed/track/2IpwvBkE1not2UVDAhYcjA?utm_source=generator,0.697,0.248,0.347,0.8184689651062309,0.243,energetic
517,Mabbe Masagesindile,Ilaiyaraaja,https://open.spotify.com/embed/track/1Ftw6kXngkvZZ1L5hJAcud?utm_source=generator,0.327,0.907,0.498,0.6516880717542239,0.121,Chill
518,Good Morning,Devi Sri Prasad,https://open.spotify.com/embed/track/0dZnpiOimPlE8gy1fPd1LU?utm_source=generator,0.918,0.0519,0.108,0.717899818230579,0.205,energetic
519,Po Ve Po - The Pain of Love,Anirudh Ravichander,https://open.spotify.com/embed/track/4ngIVcfL0Pm564bTpDIS8H?utm_source=generator,0.568,0.489,0.108,0.7625674185762389,0.0358,romantic
520,Tandanana - Brahmam Okate - Bouli - Adi,Vijay Prakash,https://open.spotify.com/embed/track/1Lku9h6dPOxJ4PVJ85Mlap?utm_source=generator,0.414,0.768,0.0897,0.7494263833844871,0.0879,Chill
521,Bhadra Shaila,M. M. Keeravani,https://open.spotify.com/embed/track/0pMyxDrMTbAvJv8I0hdgKR?utm_source=generator,0.57,0.708,0.153,0.7123871390685063,0.0614,Chill
522,Sahajam,Ricky B,https://open.spotify.com/embed/track/6oOeMV8BUWotSTwmJ2v96l?utm_source=generator,0.753,0.789,0.132,0.6068714800798594,0.37,Chill
523,Paddanandi,Anup Rubens,https://open.spotify.com/embed/track/4cXcJI1wWd6ihov231uJJD?utm_source=generator,0.634,0.696,0.199,0.7531213683363629,0.202,romantic
524,Private Party,Anirudh Ravichander,https://open.spotify.com/embed/track/5WF2p0cTRFj80B7XFnJagv?utm_source=generator,0.803,0.184,0.0398,0.7853928901337943,0.172,energetic
